chain_id,i,range
034ff02ce0,25,
034ff02ce0,26,119.4
034ff02ce0,27,
034ff02ce0,28,119.3
034ff02ce0,29,119.6
034ff02ce0,30,
034ff02ce0,31,118.9
034ff02ce0,32,
034ff02ce0,33,119.6
034ff02ce0,34,118.8
034ff02ce0,35,120.6
034ff02ce0,36,117.7
034ff02ce0,37,
034ff02ce0,38,119.4
034ff02ce0,39,
034ff02ce0,40,
034ff02ce0,41,119.1
034ff02ce0,42,
034ff02ce0,43,
034ff02ce0,44,
034ff02ce0,45,
034ff02ce0,46,117.4
034ff02ce0,47,
034ff02ce0,48,
034ff02ce0,49,117.9
034ff02ce0,50,118.0
034ff02ce0,51,
034ff02ce0,52,119.8
034ff02ce0,53,
034ff02ce0,54,121.1
034ff02ce0,55,119.6
034ff02ce0,56,120.9
034ff02ce0,57,118.9
034ff02ce0,58,119.6
034ff02ce0,59,118.9
034ff02ce0,60,120.5
034ff02ce0,61,123.3
034ff02ce0,62,120.9
034ff02ce0,63,119.7
034ff02ce0,64,
034ff02ce0,65,
034ff02ce0,66,120.1
034ff02ce0,67,
034ff02ce0,68,
034ff02ce0,69,121.5
034ff02ce0,70,121.0
034ff02ce0,71,120.7
034ff02ce0,72,
034ff02ce0,73,118.0
034ff02ce0,74,
034ff02ce0,75,120.1
034ff02ce0,76,
034ff02ce0,77,
034ff02ce0,78,122.7
034ff02ce0,79,
034ff02ce0,80,
034ff02ce0,81,
034ff02ce0,82,122.0
034ff02ce0,83,119.8
034ff02ce0,84,
034ff02ce0,85,118.1
034ff02ce0,86,119.5
034ff02ce0,87,119.9
034ff02ce0,88,118.2
034ff02ce0,89,
034ff02ce0,90,
034ff02ce0,91,116.6
034ff02ce0,92,
034ff02ce0,93,116.9
034ff02ce0,94,
034ff02ce0,95,119.7
034ff02ce0,96,117.5
034ff02ce0,97,
034ff02ce0,98,
034ff02ce0,99,
036a238f65,0,318.7
036a238f65,1,
036a238f65,2,322.3
036a238f65,3,
036a238f65,4,322.4
036a238f65,5,
036a238f65,6,322.4
036a238f65,7,
036a238f65,8,323.8
036a238f65,9,322.7
036a238f65,10,323.0
036a238f65,11,
036a238f65,12,322.9
036a238f65,13,
036a238f65,14,323.0
036a238f65,15,324.5
036a238f65,16,326.8
036a238f65,17,324.1
036a238f65,18,
036a238f65,19,
036a238f65,20,
036a238f65,21,323.8
036a238f65,22,321.7
036a238f65,23,
036a238f65,24,321.8
036a238f65,25,322.0
036a238f65,26,321.5
036a238f65,27,322.9
036a238f65,28,
036a238f65,29,323.0
036a238f65,30,
036a238f65,31,325.0
036a238f65,32,315.5
036a238f65,33,323.4
036a238f65,34,
036a238f65,35,
036a238f65,36,325.0
036a238f65,37,325.3
036a238f65,38,323.3
036a238f65,39,318.3
036a238f65,40,
036a238f65,41,331.6
036a238f65,42,321.9
036a238f65,43,322.9
036a238f65,44,322.9
036a238f65,45,
036a238f65,46,
036a238f65,47,323.9
036a238f65,48,
036a238f65,49,325.8
036a238f65,50,327.2
036a238f65,51,326.6
036a238f65,52,
036a238f65,53,326.1
036a238f65,54,328.1
036a238f65,55,
036a238f65,56,
036a238f65,57,326.5
036a238f65,58,
036a238f65,59,326.4
036a238f65,60,
036a238f65,61,
036a238f65,62,
036a238f65,63,322.8
036a238f65,64,324.9
036a238f65,65,
036a238f65,66,
036a238f65,67,323.0
036a238f65,68,
036a238f65,69,
036a238f65,70,323.9
036a238f65,71,
036a238f65,72,325.8
036a238f65,73,324.3
036a238f65,74,324.9
036a238f65,75,
036a238f65,76,322.5
036a238f65,77,
036a238f65,78,
036a238f65,79,
036a238f65,80,
036a238f65,81,
036a238f65,82,325.8
036a238f65,83,326.7
036a238f65,84,327.0
036a238f65,85,
036a238f65,86,
036a238f65,87,321.2
036a238f65,88,
036a238f65,89,324.6
036a238f65,90,324.6
036a238f65,91,325.2
036a238f65,92,
036a238f65,93,326.0
036a238f65,94,324.5
036a238f65,95,323.3
036a238f65,96,321.4
036a238f65,97,319.6
036a238f65,98,324.6
036a238f65,99,
04534b1486,0,371.2
04534b1486,1,377.7
04534b1486,2,364.9
04534b1486,3,
04534b1486,4,382.6
04534b1486,5,
04534b1486,6,377.9
04534b1486,7,
04534b1486,8,381.1
04534b1486,9,379.8
04534b1486,10,381.3
04534b1486,11,380.5
04534b1486,12,
04534b1486,13,375.8
04534b1486,14,379.4
04534b1486,15,
04534b1486,16,378.9
04534b1486,17,374.7
04534b1486,18,378.6
04534b1486,19,375.4
04534b1486,20,377.6
04534b1486,21,376.9
04534b1486,22,373.3
04534b1486,23,372.5
04534b1486,24,376.6
04534b1486,25,378.7
04534b1486,26,379.2
04534b1486,27,378.7
04534b1486,28,
04534b1486,29,375.0
04534b1486,30,373.9
04534b1486,31,373.8
04534b1486,32,381.6
04534b1486,33,
04534b1486,34,
04534b1486,35,
04534b1486,36,
04534b1486,37,373.8
04534b1486,38,375.2
04534b1486,39,372.6
04534b1486,40,376.8
04534b1486,41,376.1
04534b1486,42,
04534b1486,43,
04534b1486,44,376.6
04534b1486,45,
04534b1486,46,
04534b1486,47,381.2
04534b1486,48,381.0
04534b1486,49,
04534b1486,50,
04534b1486,51,
04534b1486,52,379.8
04534b1486,53,379.6
04534b1486,54,379.4
04534b1486,55,
04534b1486,56,379.0
04534b1486,57,
04534b1486,58,
04534b1486,59,
04534b1486,60,
04534b1486,61,378.1
04534b1486,62,378.4
04534b1486,63,382.6
04534b1486,64,380.8
04534b1486,65,
04534b1486,66,382.1
04534b1486,67,381.4
04534b1486,68,385.5
04534b1486,69,381.9
04534b1486,70,385.9
04534b1486,71,384.3
04534b1486,72,
04534b1486,73,382.1
04534b1486,74,385.6
04534b1486,75,
04534b1486,76,387.6
04534b1486,77,
04534b1486,78,384.7
04534b1486,79,
04534b1486,80,387.3
04534b1486,81,
04534b1486,82,
04534b1486,83,381.3
04534b1486,84,385.1
04534b1486,85,382.4
04534b1486,86,382.3
04534b1486,87,382.8
04534b1486,88,382.4
04534b1486,89,
04534b1486,90,
04534b1486,91,381.9
04534b1486,92,
04534b1486,93,380.5
04534b1486,94,
04534b1486,95,382.0
04534b1486,96,
04534b1486,97,381.4
04534b1486,98,380.3
04534b1486,99,386.0
0515cfbaae,0,140.2
0515cfbaae,1,
0515cfbaae,2,
0515cfbaae,3,
0515cfbaae,4,147.4
0515cfbaae,5,140.0
0515cfbaae,6,140.2
0515cfbaae,7,
0515cfbaae,8,143.5
0515cfbaae,9,
0515cfbaae,10,
0515cfbaae,11,143.6
0515cfbaae,12,141.3
0515cfbaae,13,142.9
0515cfbaae,14,144.0
0515cfbaae,15,139.9
0515cfbaae,16,
0515cfbaae,17,
0515cfbaae,18,144.3
0515cfbaae,19,
0515cfbaae,20,141.8
0515cfbaae,21,143.7
0515cfbaae,22,
0515cfbaae,23,141.7
0515cfbaae,24,
0515cfbaae,25,
0515cfbaae,26,141.8
0515cfbaae,27,
0515cfbaae,28,
0515cfbaae,29,
0515cfbaae,30,143.6
0515cfbaae,31,
0515cfbaae,32,143.8
0515cfbaae,33,
0515cfbaae,34,
0515cfbaae,35,
0515cfbaae,36,146.9
0515cfbaae,37,
0515cfbaae,38,
0515cfbaae,39,
0515cfbaae,40,147.8
0515cfbaae,41,
0515cfbaae,42,
0515cfbaae,43,145.5
0515cfbaae,44,
0515cfbaae,45,
0515cfbaae,46,143.0
0515cfbaae,47,
0515cfbaae,48,
0515cfbaae,49,
0515cfbaae,50,143.1
0515cfbaae,51,
0515cfbaae,52,143.6
0515cfbaae,53,144.1
0515cfbaae,54,144.4
0515cfbaae,55,145.3
0515cfbaae,56,143.7
0515cfbaae,57,
0515cfbaae,58,
0515cfbaae,59,145.4
0515cfbaae,60,
0515cfbaae,61,
0515cfbaae,62,
0515cfbaae,63,142.6
0515cfbaae,64,
0515cfbaae,65,146.6
0515cfbaae,66,147.3
0515cfbaae,67,144.8
0515cfbaae,68,
0515cfbaae,69,147.5
0515cfbaae,70,
0515cfbaae,71,
0515cfbaae,72,
0515cfbaae,73,145.9
0515cfbaae,74,147.5
0515cfbaae,75,
0515cfbaae,76,144.8
0515cfbaae,77,
0515cfbaae,78,145.5
0515cfbaae,79,146.9
0515cfbaae,80,144.6
0515cfbaae,81,
0515cfbaae,82,144.0
0515cfbaae,83,142.1
0515cfbaae,84,145.2
0515cfbaae,85,144.4
0515cfbaae,86,
0515cfbaae,87,145.1
0515cfbaae,88,146.2
0515cfbaae,89,
0515cfbaae,90,143.1
0515cfbaae,91,142.3
0515cfbaae,92,143.1
0515cfbaae,93,142.8
0515cfbaae,94,143.8
0515cfbaae,95,143.3
0515cfbaae,96,143.4
0515cfbaae,97,
0515cfbaae,98,145.5
0515cfbaae,99,
0564120d54,0,300.8
0564120d54,1,
0564120d54,2,300.2
0564120d54,3,301.8
0564120d54,4,301.6
0564120d54,5,300.8
0564120d54,6,303.6
0564120d54,7,299.2
0564120d54,8,
0564120d54,9,304.8
0564120d54,10,
0564120d54,11,304.3
0564120d54,12,307.1
0564120d54,13,307.5
0564120d54,14,307.4
0564120d54,15,303.5
0564120d54,16,301.5
0564120d54,17,307.8
0564120d54,18,302.8
0564120d54,19,302.1
0564120d54,20,302.9
0564120d54,21,303.7
0564120d54,22,302.2
0564120d54,23,
0564120d54,24,300.1
0564120d54,25,
0564120d54,26,300.9
0564120d54,27,298.7
0564120d54,28,297.3
0564120d54,29,296.9
0564120d54,30,
0564120d54,31,297.5
0564120d54,32,298.6
0564120d54,33,296.3
0564120d54,34,294.7
0564120d54,35,295.5
0564120d54,36,
0564120d54,37,298.5
0564120d54,38,298.7
0564120d54,39,
0564120d54,40,
0564120d54,41,299.1
0564120d54,42,299.1
0564120d54,43,301.3
0564120d54,44,303.1
0564120d54,45,
0564120d54,46,
0564120d54,47,305.8
0564120d54,48,309.2
0564120d54,49,311.7
0564120d54,50,310.0
0564120d54,51,307.3
0564120d54,52,308.8
0564120d54,53,
0564120d54,54,309.9
0564120d54,55,311.3
0564120d54,56,310.9
0564120d54,57,309.5
0564120d54,58,306.5
0564120d54,59,
0564120d54,60,312.1
0564120d54,61,311.1
0564120d54,62,308.8
0564120d54,63,308.6
0564120d54,64,
0564120d54,65,307.5
0564120d54,66,303.3
0564120d54,67,306.2
0564120d54,68,304.7
0564120d54,69,299.5
0564120d54,70,301.5
0564120d54,71,300.3
0564120d54,72,301.7
0564120d54,73,299.4
0564120d54,74,298.0
0564120d54,75,300.4
0564120d54,76,300.9
0564120d54,77,
0564120d54,78,304.2
0564120d54,79,303.4
0564120d54,80,303.9
0564120d54,81,304.7
0564120d54,82,307.8
0564120d54,83,308.8
0564120d54,84,311.3
0564120d54,85,
0564120d54,86,314.3
0564120d54,87,313.8
0564120d54,88,311.8
0564120d54,89,313.0
0564120d54,90,312.8
0564120d54,91,312.4
0564120d54,92,314.3
0564120d54,93,
0564120d54,94,315.1
0564120d54,95,315.5
0564120d54,96,315.5
0564120d54,97,318.8
0564120d54,98,319.0
0564120d54,99,317.6
0640a4e6aa,0,306.3
0640a4e6aa,1,304.4
0640a4e6aa,2,
0640a4e6aa,3,306.2
0640a4e6aa,4,301.9
0640a4e6aa,5,
0640a4e6aa,6,303.1
0640a4e6aa,7,306.3
0640a4e6aa,8,304.3
0640a4e6aa,9,
0640a4e6aa,10,307.1
0640a4e6aa,11,305.2
0640a4e6aa,12,304.8
0640a4e6aa,13,305.2
0640a4e6aa,14,306.0
0640a4e6aa,15,306.3
0640a4e6aa,16,307.9
0640a4e6aa,17,
0640a4e6aa,18,308.9
0640a4e6aa,19,
0640a4e6aa,20,306.1
0640a4e6aa,21,
0640a4e6aa,22,
0640a4e6aa,23,
0640a4e6aa,24,305.3
0640a4e6aa,25,304.9
0640a4e6aa,26,304.8
0640a4e6aa,27,305.3
0640a4e6aa,28,304.8
0640a4e6aa,29,304.2
0640a4e6aa,30,306.7
0640a4e6aa,31,304.4
0640a4e6aa,32,305.5
0640a4e6aa,33,303.5
0640a4e6aa,34,304.2
0640a4e6aa,35,309.3
0640a4e6aa,36,301.4
0640a4e6aa,37,302.8
0640a4e6aa,38,
0640a4e6aa,39,301.7
0640a4e6aa,40,303.0
0640a4e6aa,41,303.0
0640a4e6aa,42,306.3
0640a4e6aa,43,307.0
0640a4e6aa,44,306.2
0640a4e6aa,45,304.6
0640a4e6aa,46,305.7
0640a4e6aa,47,307.9
0640a4e6aa,48,
0640a4e6aa,49,307.3
0640a4e6aa,50,306.1
0640a4e6aa,51,306.9
0640a4e6aa,52,306.7
0640a4e6aa,53,305.1
0640a4e6aa,54,304.7
0640a4e6aa,55,
0640a4e6aa,56,305.1
0640a4e6aa,57,304.6
0640a4e6aa,58,306.7
0640a4e6aa,59,306.0
0640a4e6aa,60,307.4
0640a4e6aa,61,305.4
0640a4e6aa,62,303.4
0640a4e6aa,63,306.0
0640a4e6aa,64,
0640a4e6aa,65,
0640a4e6aa,66,302.3
0640a4e6aa,67,306.1
0640a4e6aa,68,306.6
0640a4e6aa,69,
0640a4e6aa,70,307.1
0640a4e6aa,71,306.1
0640a4e6aa,72,
0640a4e6aa,73,304.3
0640a4e6aa,74,307.1
0640a4e6aa,75,306.9
0640a4e6aa,76,309.2
0640a4e6aa,77,305.9
0640a4e6aa,78,307.6
0640a4e6aa,79,308.8
0640a4e6aa,80,309.0
0640a4e6aa,81,305.2
0640a4e6aa,82,307.5
0640a4e6aa,83,312.2
0640a4e6aa,84,310.4
0640a4e6aa,85,307.7
0640a4e6aa,86,308.3
0640a4e6aa,87,
0640a4e6aa,88,310.5
0640a4e6aa,89,309.8
0640a4e6aa,90,311.4
0640a4e6aa,91,
0640a4e6aa,92,
0640a4e6aa,93,312.2
0640a4e6aa,94,310.9
0640a4e6aa,95,308.9
0640a4e6aa,96,309.4
0640a4e6aa,97,315.8
0640a4e6aa,98,309.4
0640a4e6aa,99,312.7
06a589c29e,0,237.2
06a589c29e,1,236.4
06a589c29e,2,236.6
06a589c29e,3,236.7
06a589c29e,4,236.1
06a589c29e,5,
06a589c29e,6,238.0
06a589c29e,7,
06a589c29e,8,
06a589c29e,9,
06a589c29e,10,
06a589c29e,11,238.0
06a589c29e,12,239.1
06a589c29e,13,
06a589c29e,14,239.0
06a589c29e,15,239.4
06a589c29e,16,
06a589c29e,17,240.0
06a589c29e,18,241.9
06a589c29e,19,241.8
06a589c29e,20,
06a589c29e,21,
06a589c29e,22,240.5
06a589c29e,23,
06a589c29e,24,
06a589c29e,25,
06a589c29e,26,238.5
06a589c29e,27,238.7
06a589c29e,28,
06a589c29e,29,
06a589c29e,30,
06a589c29e,31,
06a589c29e,32,
06a589c29e,33,
06a589c29e,34,235.1
06a589c29e,35,235.8
06a589c29e,36,237.4
06a589c29e,37,233.1
06a589c29e,38,236.0
06a589c29e,39,236.6
06a589c29e,40,235.9
06a589c29e,41,
06a589c29e,42,
06a589c29e,43,233.0
06a589c29e,44,
06a589c29e,45,236.5
06a589c29e,46,235.6
06a589c29e,47,
06a589c29e,48,235.2
06a589c29e,49,
06a589c29e,50,
06a589c29e,51,233.9
06a589c29e,52,
06a589c29e,53,
06a589c29e,54,234.3
06a589c29e,55,236.0
06a589c29e,56,238.3
06a589c29e,57,
06a589c29e,58,
06a589c29e,59,
06a589c29e,60,
06a589c29e,61,237.8
06a589c29e,62,
06a589c29e,63,239.0
06a589c29e,64,240.8
06a589c29e,65,
06a589c29e,66,
06a589c29e,67,239.4
06a589c29e,68,239.4
06a589c29e,69,240.0
06a589c29e,70,242.1
06a589c29e,71,
06a589c29e,72,239.6
06a589c29e,73,
06a589c29e,74,
06a589c29e,75,
06a589c29e,76,241.1
06a589c29e,77,243.1
06a589c29e,78,241.2
06a589c29e,79,
06a589c29e,80,
06a589c29e,81,
06a589c29e,82,241.4
06a589c29e,83,243.4
06a589c29e,84,242.3
06a589c29e,85,241.7
06a589c29e,86,
06a589c29e,87,243.1
06a589c29e,88,239.2
06a589c29e,89,
06a589c29e,90,
06a589c29e,91,239.6
06a589c29e,92,243.1
06a589c29e,93,
06a589c29e,94,
06a589c29e,95,241.4
06a589c29e,96,244.8
06a589c29e,97,
06a589c29e,98,
06a589c29e,99,244.3
06d74ed510,0,384.2
06d74ed510,1,
06d74ed510,2,
06d74ed510,3,384.1
06d74ed510,4,
06d74ed510,5,384.5
06d74ed510,6,383.0
06d74ed510,7,388.8
06d74ed510,8,385.0
06d74ed510,9,
06d74ed510,10,
06d74ed510,11,
06d74ed510,12,382.0
06d74ed510,13,379.7
06d74ed510,14,383.9
06d74ed510,15,382.1
06d74ed510,16,
06d74ed510,17,
06d74ed510,18,
06d74ed510,19,
06d74ed510,20,
06d74ed510,21,
06d74ed510,22,
06d74ed510,23,379.2
06d74ed510,24,
06d74ed510,25,
06d74ed510,26,
06d74ed510,27,378.7
06d74ed510,28,383.4
06d74ed510,29,384.0
06d74ed510,30,380.9
06d74ed510,31,
06d74ed510,32,383.2
06d74ed510,33,385.7
06d74ed510,34,
06d74ed510,35,385.2
06d74ed510,36,387.6
06d74ed510,37,382.7
06d74ed510,38,
06d74ed510,39,384.6
06d74ed510,40,384.4
06d74ed510,41,
06d74ed510,42,
06d74ed510,43,386.8
06d74ed510,44,
06d74ed510,45,
06d74ed510,46,
06d74ed510,47,384.2
06d74ed510,48,385.2
06d74ed510,49,388.4
06d74ed510,50,381.3
06d74ed510,51,381.0
06d74ed510,52,
06d74ed510,53,
06d74ed510,54,
06d74ed510,55,380.6
06d74ed510,56,
06d74ed510,57,379.9
06d74ed510,58,378.5
06d74ed510,59,
06d74ed510,60,
06d74ed510,61,384.6
06d74ed510,62,
06d74ed510,63,
06d74ed510,64,387.1
06d74ed510,65,
06d74ed510,66,385.3
06d74ed510,67,
06d74ed510,68,387.5
06d74ed510,69,383.6
06d74ed510,70,382.2
06d74ed510,71,388.2
06d74ed510,72,
06d74ed510,73,381.8
06d74ed510,74,384.0
06d74ed510,75,
06d74ed510,76,
06d74ed510,77,388.0
06d74ed510,78,
06d74ed510,79,384.4
06d74ed510,80,
06d74ed510,81,
06d74ed510,82,387.3
06d74ed510,83,385.5
06d74ed510,84,
06d74ed510,85,386.6
06d74ed510,86,394.8
06d74ed510,87,385.4
06d74ed510,88,386.6
06d74ed510,89,
06d74ed510,90,384.8
06d74ed510,91,
06d74ed510,92,
06d74ed510,93,
06d74ed510,94,
06d74ed510,95,
06d74ed510,96,382.4
06d74ed510,97,383.8
06d74ed510,98,
06d74ed510,99,384.5
0897471aa8,0,244.8
0897471aa8,1,245.2
0897471aa8,2,
0897471aa8,3,
0897471aa8,4,246.2
0897471aa8,5,244.7
0897471aa8,6,
0897471aa8,7,243.7
0897471aa8,8,246.7
0897471aa8,9,245.7
0897471aa8,10,247.2
0897471aa8,11,246.6
0897471aa8,12,243.9
0897471aa8,13,246.6
0897471aa8,14,245.6
0897471aa8,15,241.8
0897471aa8,16,243.0
0897471aa8,17,240.7
0897471aa8,18,240.4
0897471aa8,19,240.5
0897471aa8,20,240.6
0897471aa8,21,239.6
0897471aa8,22,239.3
0897471aa8,23,
0897471aa8,24,242.7
0897471aa8,25,242.0
0897471aa8,26,
0897471aa8,27,242.0
0897471aa8,28,238.2
0897471aa8,29,239.6
0897471aa8,30,234.9
0897471aa8,31,
0897471aa8,32,238.0
0897471aa8,33,241.2
0897471aa8,34,241.4
0897471aa8,35,239.5
0897471aa8,36,242.0
0897471aa8,37,239.1
0897471aa8,38,242.0
0897471aa8,39,244.2
0897471aa8,40,
0897471aa8,41,241.1
0897471aa8,42,243.7
0897471aa8,43,239.9
0897471aa8,44,241.8
0897471aa8,45,243.8
0897471aa8,46,243.1
0897471aa8,47,
0897471aa8,48,244.9
0897471aa8,49,243.1
0897471aa8,50,
0897471aa8,51,242.1
0897471aa8,52,241.9
0897471aa8,53,241.5
0897471aa8,54,239.0
0897471aa8,55,237.3
0897471aa8,56,239.0
0897471aa8,57,241.8
0897471aa8,58,243.7
0897471aa8,59,241.5
0897471aa8,60,243.7
0897471aa8,61,240.9
0897471aa8,62,239.2
0897471aa8,63,240.0
0897471aa8,64,239.7
0897471aa8,65,239.8
0897471aa8,66,239.6
0897471aa8,67,241.1
0897471aa8,68,240.3
0897471aa8,69,241.5
0897471aa8,70,239.7
0897471aa8,71,237.5
0897471aa8,72,
0897471aa8,73,239.9
0897471aa8,74,238.7
0897471aa8,75,239.8
0897471aa8,76,237.3
0897471aa8,77,236.1
0897471aa8,78,
0897471aa8,79,234.2
0897471aa8,80,231.7
0897471aa8,81,233.7
0897471aa8,82,232.5
0897471aa8,83,235.2
0897471aa8,84,231.8
0897471aa8,85,233.8
0897471aa8,86,233.9
0897471aa8,87,234.0
0897471aa8,88,236.3
0897471aa8,89,
0897471aa8,90,235.0
0897471aa8,91,234.2
0897471aa8,92,
0897471aa8,93,235.5
0897471aa8,94,234.5
0897471aa8,95,
0897471aa8,96,234.6
0897471aa8,97,235.6
0897471aa8,98,
0897471aa8,99,235.9
08bbd6f066,0,295.2
08bbd6f066,1,298.2
08bbd6f066,2,294.9
08bbd6f066,3,297.3
08bbd6f066,4,292.9
08bbd6f066,5,296.7
08bbd6f066,6,298.1
08bbd6f066,7,294.4
08bbd6f066,8,293.2
08bbd6f066,9,297.0
08bbd6f066,10,295.3
08bbd6f066,11,294.7
08bbd6f066,12,298.3
08bbd6f066,13,299.5
08bbd6f066,14,297.0
08bbd6f066,15,299.5
08bbd6f066,16,300.1
08bbd6f066,17,299.5
08bbd6f066,18,301.1
08bbd6f066,19,295.7
08bbd6f066,20,297.8
08bbd6f066,21,296.8
08bbd6f066,22,296.3
08bbd6f066,23,297.9
08bbd6f066,24,296.6
08bbd6f066,25,299.1
08bbd6f066,26,298.5
08bbd6f066,27,298.8
08bbd6f066,28,296.1
08bbd6f066,29,295.1
08bbd6f066,30,
08bbd6f066,31,297.3
08bbd6f066,32,297.7
08bbd6f066,33,298.7
08bbd6f066,34,300.5
08bbd6f066,35,298.4
08bbd6f066,36,300.8
08bbd6f066,37,299.0
08bbd6f066,38,300.1
08bbd6f066,39,300.1
08bbd6f066,40,299.4
08bbd6f066,41,298.6
08bbd6f066,42,298.2
08bbd6f066,43,296.8
08bbd6f066,44,299.4
08bbd6f066,45,298.1
08bbd6f066,46,299.3
08bbd6f066,47,299.0
08bbd6f066,48,300.9
08bbd6f066,49,298.1
08bbd6f066,50,310.6
08bbd6f066,51,301.3
08bbd6f066,52,302.1
08bbd6f066,53,305.1
08bbd6f066,54,302.5
08bbd6f066,55,301.6
08bbd6f066,56,308.0
08bbd6f066,57,305.6
08bbd6f066,58,300.8
08bbd6f066,59,298.5
08bbd6f066,60,301.3
08bbd6f066,61,300.0
08bbd6f066,62,300.5
08bbd6f066,63,301.4
08bbd6f066,64,291.9
08bbd6f066,65,299.8
08bbd6f066,66,301.2
08bbd6f066,67,302.0
08bbd6f066,68,292.7
08bbd6f066,69,304.2
08bbd6f066,70,300.9
08bbd6f066,71,305.9
08bbd6f066,72,298.8
08bbd6f066,73,298.8
08bbd6f066,74,299.3
08bbd6f066,75,299.1
08bbd6f066,76,299.6
08bbd6f066,77,298.6
08bbd6f066,78,297.7
08bbd6f066,79,302.3
08bbd6f066,80,300.7
08bbd6f066,81,301.2
08bbd6f066,82,299.8
08bbd6f066,83,301.4
08bbd6f066,84,300.2
08bbd6f066,85,300.2
08bbd6f066,86,302.3
08bbd6f066,87,293.7
08bbd6f066,88,297.5
08bbd6f066,89,
08bbd6f066,90,297.6
08bbd6f066,91,297.3
08bbd6f066,92,302.0
08bbd6f066,93,291.0
08bbd6f066,94,293.9
08bbd6f066,95,295.1
08bbd6f066,96,296.2
08bbd6f066,97,294.0
08bbd6f066,98,295.2
08bbd6f066,99,295.7
08c35648fe,0,137.2
08c35648fe,1,
08c35648fe,2,
08c35648fe,3,131.9
08c35648fe,4,
08c35648fe,5,
08c35648fe,6,133.8
08c35648fe,7,131.3
08c35648fe,8,
08c35648fe,9,132.8
08c35648fe,10,131.0
08c35648fe,11,129.8
08c35648fe,12,131.1
08c35648fe,13,
08c35648fe,14,130.2
08c35648fe,15,132.6
08c35648fe,16,132.3
08c35648fe,17,131.6
08c35648fe,18,131.8
08c35648fe,19,131.6
08c35648fe,20,131.3
08c35648fe,21,130.5
08c35648fe,22,132.6
08c35648fe,23,130.0
08c35648fe,24,
08c35648fe,25,127.8
08c35648fe,26,131.7
08c35648fe,27,130.1
08c35648fe,28,
08c35648fe,29,
08c35648fe,30,
08c35648fe,31,
08c35648fe,32,127.5
08c35648fe,33,
08c35648fe,34,127.6
08c35648fe,35,
08c35648fe,36,130.8
08c35648fe,37,128.9
08c35648fe,38,129.1
08c35648fe,39,
08c35648fe,40,
08c35648fe,41,
08c35648fe,42,127.0
08c35648fe,43,
08c35648fe,44,129.9
08c35648fe,45,130.1
08c35648fe,46,127.2
08c35648fe,47,
08c35648fe,48,130.0
08c35648fe,49,130.6
08c35648fe,50,131.2
08c35648fe,51,129.3
08c35648fe,52,
08c35648fe,53,
08c35648fe,54,129.3
08c35648fe,55,131.3
08c35648fe,56,130.9
08c35648fe,57,132.7
08c35648fe,58,131.1
08c35648fe,59,131.6
08c35648fe,60,
08c35648fe,61,134.5
08c35648fe,62,134.0
08c35648fe,63,134.8
08c35648fe,64,
08c35648fe,65,
08c35648fe,66,
08c35648fe,67,134.1
08c35648fe,68,134.5
08c35648fe,69,
08c35648fe,70,
08c35648fe,71,136.9
08c35648fe,72,137.9
08c35648fe,73,141.5
08c35648fe,74,137.0
08c35648fe,75,
08c35648fe,76,
08c35648fe,77,136.4
08c35648fe,78,
08c35648fe,79,136.3
08c35648fe,80,138.0
08c35648fe,81,138.3
08c35648fe,82,135.9
08c35648fe,83,135.9
08c35648fe,84,136.0
08c35648fe,85,137.5
08c35648fe,86,136.7
08c35648fe,87,136.2
08c35648fe,88,134.8
08c35648fe,89,
08c35648fe,90,138.4
08c35648fe,91,
08c35648fe,92,138.0
08c35648fe,93,
08c35648fe,94,139.3
08c35648fe,95,139.0
08c35648fe,96,137.4
08c35648fe,97,
08c35648fe,98,140.9
08c35648fe,99,140.4
091cf8d9c9,0,109.0
091cf8d9c9,1,113.8
091cf8d9c9,2,114.4
091cf8d9c9,3,113.2
091cf8d9c9,4,
091cf8d9c9,5,
091cf8d9c9,6,113.4
091cf8d9c9,7,111.8
091cf8d9c9,8,108.1
091cf8d9c9,9,112.3
091cf8d9c9,10,111.3
091cf8d9c9,11,112.1
091cf8d9c9,12,
091cf8d9c9,13,114.3
091cf8d9c9,14,
091cf8d9c9,15,112.9
091cf8d9c9,16,115.2
091cf8d9c9,17,
091cf8d9c9,18,
091cf8d9c9,19,110.8
091cf8d9c9,20,112.6
091cf8d9c9,21,111.4
091cf8d9c9,22,110.9
091cf8d9c9,23,112.0
091cf8d9c9,24,115.0
091cf8d9c9,25,113.7
091cf8d9c9,26,
091cf8d9c9,27,
091cf8d9c9,28,114.2
091cf8d9c9,29,
091cf8d9c9,30,
091cf8d9c9,31,110.2
091cf8d9c9,32,111.4
091cf8d9c9,33,114.9
091cf8d9c9,34,115.0
091cf8d9c9,35,113.6
091cf8d9c9,36,105.7
091cf8d9c9,37,110.5
091cf8d9c9,38,
091cf8d9c9,39,
091cf8d9c9,40,115.9
091cf8d9c9,41,
091cf8d9c9,42,111.1
091cf8d9c9,43,
091cf8d9c9,44,
091cf8d9c9,45,
091cf8d9c9,46,112.3
091cf8d9c9,47,
091cf8d9c9,48,112.3
091cf8d9c9,49,115.3
091cf8d9c9,50,
091cf8d9c9,51,
091cf8d9c9,52,114.9
091cf8d9c9,53,112.6
091cf8d9c9,54,
091cf8d9c9,55,
091cf8d9c9,56,109.1
091cf8d9c9,57,116.1
091cf8d9c9,58,113.1
091cf8d9c9,59,114.0
